Movie_id, Gross Revenue, Budget, Language, Genre, Country
[2531832, 36003631, 52000000, 1, 4, 2]
[2531832, 35526665, 52000000, 1, 4, 2]
[2531832, 34004226, 52000000, 1, 4, 2]
[2531832, 30190041, 52000000, 1, 4, 2]
[2531832, 22808568, 52000000, 1, 4, 2]
[2531832, 11855260, 52000000, 1, 4, 2]
[2531848, 3000, 10000, 1, 3, 1]
[2531942, 64167069, 20000000, 1, 4, 1]
[2531942, 64149837, 20000000, 1, 4, 1]
[2531942, 64087443, 20000000, 1, 4, 1]
[2531942, 63919814, 20000000, 1, 4, 1]
[2531942, 63571841, 20000000, 1, 4, 1]
[2531942, 63389265, 20000000, 1, 4, 1]
[2531942, 63117832, 20000000, 1, 4, 1]
[2531942, 62730645, 20000000, 1, 4, 1]
[2531942, 61605717, 20000000, 1, 4, 1]
[2531942, 60601427, 20000000, 1, 4, 1]
[2531942, 58363111, 20000000, 1, 4, 1]
[2531942, 53994515, 20000000, 1, 4, 1]
[2531942, 48503817, 20000000, 1, 4, 1]
[2531942, 39823333, 20000000, 1, 4, 1]
[2531942, 23722310, 20000000, 1, 4, 1]
[2531942, 136267476, 20000000, 1, 4, 1]
[2532029, 6104000, 4000000, 1, 4, 1]
[2532595, 2701898, 35000000, 4, 3, 1]
[2532595, 31755742, 35000000, 4, 3, 1]
[2532595, 92455742, 35000000, 4, 3, 1]
[2532595, 60700000, 35000000, 4, 3, 1]
[2533866, 632824, 8000000, 3, 3, 3]
[2533866, 629359, 8000000, 3, 3, 3]
[2533866, 626231, 8000000, 3, 3, 3]
[2533866, 619183, 8000000, 3, 3, 3]
[2533866, 615543, 8000000, 3, 3, 3]
[2533866, 610543, 8000000, 3, 3, 3]
[2533866, 601417, 8000000, 3, 3, 3]
[2533866, 584175, 8000000, 3, 3, 3]
[2533866, 559529, 8000000, 3, 3, 3]
[2533866, 519657, 8000000, 3, 3, 3]
[2533866, 443224, 8000000, 3, 3, 3]
[2533866, 144055, 8000000, 3, 3, 3]
[2533866, 23942, 8000000, 3, 3, 3]
[2533895, 127154901, 76000000, 2, 3, 2]
[2533895, 127083765, 76000000, 2, 3, 2]
[2533895, 127014815, 76000000, 2, 3, 2]
[2533895, 126911695, 76000000, 2, 3, 2]
[2533895, 126781485, 76000000, 2, 3, 2]
[2533895, 126522515, 76000000, 2, 3, 2]
[2533895, 126236060, 76000000, 2, 3, 2]
[2533895, 125882195, 76000000, 2, 3, 2]
[2533895, 125380175, 76000000, 2, 3, 2]
[2533895, 124813080, 76000000, 2, 3, 2]
[2533895, 124028375, 76000000, 2, 3, 2]
[2533895, 122454585, 76000000, 2, 3, 2]
[2533895, 119437965, 76000000, 2, 3, 2]
[2533895, 113996055, 76000000, 2, 3, 2]
[2533895, 102889130, 76000000, 2, 3, 2]
[2533895, 83584700, 76000000, 2, 3, 2]
[2533895, 50472480, 76000000, 2, 3, 2]
[2533895, 107376377, 76000000, 2, 3, 2]
[2533895, 236350661, 76000000, 2, 3, 2]
[2533895, 1660922, 76000000, 2, 3, 2]
[2533947, 75422685, 61000000, 2, 5, 1]
[2533947, 75002555, 61000000, 2, 5, 1]
[2533947, 74468145, 61000000, 2, 5, 1]
[2533947, 73450080, 61000000, 2, 5, 1]
[2533947, 70096330, 61000000, 2, 5, 1]
[2533947, 65353995, 61000000, 2, 5, 1]
[2533947, 59456195, 61000000, 2, 5, 1]
[2533947, 48638050, 61000000, 2, 5, 1]
[2533947, 27059130, 61000000, 2, 5, 1]
[2533947, 75612460, 61000000, 2, 5, 1]
[2533947, 131940411, 61000000, 2, 5, 1]
[2533947, 56327951, 61000000, 2, 5, 1]
[2534349, 536767, 60000, 1, 3, 1]
[2534349, 525085, 60000, 1, 3, 1]
[2534349, 507993, 60000, 1, 3, 1]
[2534349, 479801, 60000, 1, 3, 1]
[2534349, 416428, 60000, 1, 3, 1]
[2534349, 314617, 60000, 1, 3, 1]
[2534349, 218710, 60000, 1, 3, 1]
[2534349, 116141, 60000, 1, 3, 1]
[2534349, 40244, 60000, 1, 3, 1]
[2534489, 17440000, 5000000, 1, 5, 1]
[2534489, 28200000, 5000000, 1, 5, 1]
[2534547, 6733, 1000000, 2, 2, 2]
[2534547, 961000, 1000000, 2, 2, 2]
[2534548, 6851636, 6000000, 1, 3, 1]
[2534548, 6845773, 6000000, 1, 3, 1]
[2534548, 6835449, 6000000, 1, 3, 1]
[2534548, 6803183, 6000000, 1, 3, 1]
[2534548, 6749019, 6000000, 1, 3, 1]
[2534548, 6736338, 6000000, 1, 3, 1]
[2534548, 6704599, 6000000, 1, 3, 1]
[2534548, 6624543, 6000000, 1, 3, 1]
[2534548, 6239897, 6000000, 1, 3, 1]
[2534548, 5297182, 6000000, 1, 3, 1]
[2534548, 3244277, 6000000, 1, 3, 1]
[2534671, 239621, 10500000, 2, 2, 2]
[2534671, 56954992, 10500000, 2, 2, 2]
[2534671, 56715371, 10500000, 2, 2, 2]
[2534671, 21500000, 10500000, 2, 2, 2]
[2534671, 32700000, 10500000, 2, 2, 2]
[2534671, 56954992, 10500000, 2, 2, 2]
[2534671, 190700000, 10500000, 2, 2, 2]
[2534671, 31000000, 10500000, 2, 2, 2]
[2534671, 190700000, 10500000, 2, 2, 2]
[2534671, 12000000, 10500000, 2, 2, 2]
[2534671, 133745008, 10500000, 2, 2, 2]
[2534671, 49782, 10500000, 2, 2, 2]
[2534671, 165590, 10500000, 2, 2, 2]
[2534671, 2978768, 10500000, 2, 2, 2]
[2534829, 126945, 125000, 2, 3, 1]
[2534829, 118916, 125000, 2, 3, 1]
[2534829, 109667, 125000, 2, 3, 1]
[2534829, 85808, 125000, 2, 3, 1]
[2534829, 28571, 125000, 2, 3, 1]
[2535165, 40200000, 28000000, 2, 3, 1]
[2535324, 166112167, 200000000, 9, 3, 1]
[2535324, 165790127, 200000000, 9, 3, 1]
[2535324, 165552847, 200000000, 9, 3, 1]
[2535324, 165216143, 200000000, 9, 3, 1]
[2535324, 164767722, 200000000, 9, 3, 1]
[2535324, 164105051, 200000000, 9, 3, 1]
[2535324, 161490680, 200000000, 9, 3, 1]
[2535324, 159028696, 200000000, 9, 3, 1]
[2535324, 155288405, 200000000, 9, 3, 1]
[2535324, 148958486, 200000000, 9, 3, 1]
[2535324, 138451427, 200000000, 9, 3, 1]
[2535324, 65237614, 200000000, 9, 3, 1]
[2535324, 163442129, 200000000, 9, 3, 1]
[2535324, 769679473, 200000000, 9, 3, 1]
[2535650, 33349949, 2500000, 1, 1, 1]
[2535650, 32946365, 2500000, 1, 1, 1]
[2535650, 32022601, 2500000, 1, 1, 1]
[2535650, 30037361, 2500000, 1, 1, 1]
[2535650, 26087554, 2500000, 1, 1, 1]
[2535650, 20685234, 2500000, 1, 1, 1]
[2535650, 9075393, 2500000, 1, 1, 1]
[2535650, 2028035, 2500000, 1, 1, 1]
[2535650, 141637, 2500000, 1, 1, 1]
[2535650, 135228, 2500000, 1, 1, 1]
[2535650, 80134, 2500000, 1, 1, 1]
[2535650, 31610, 2500000, 1, 1, 1]
[2535650, 33449086, 2500000, 1, 1, 1]
[2535701, 261481, 12000000, 3, 3, 2]
[2535701, 1442305, 12000000, 3, 3, 2]
[2535701, 1442337, 12000000, 3, 3, 2]
[2535701, 1439127, 12000000, 3, 3, 2]
[2535701, 1432818, 12000000, 3, 3, 2]
[2535701, 1425687, 12000000, 3, 3, 2]
[2535701, 1415394, 12000000, 3, 3, 2]
[2535701, 1401405, 12000000, 3, 3, 2]
[2535701, 1382049, 12000000, 3, 3, 2]
[2535701, 1349250, 12000000, 3, 3, 2]
[2535701, 1306948, 12000000, 3, 3, 2]
[2535701, 1237566, 12000000, 3, 3, 2]
[2535701, 1147129, 12000000, 3, 3, 2]
[2535701, 1002176, 12000000, 3, 3, 2]
[2535701, 849526, 12000000, 3, 3, 2]
[2535701, 631989, 12000000, 3, 3, 2]
[2535701, 445805, 12000000, 3, 3, 2]
[2535701, 260924, 12000000, 3, 3, 2]
[2535701, 113074, 12000000, 3, 3, 2]
[2535807, 25675765, 13000000, 2, 1, 1]
[2535807, 25650586, 13000000, 2, 1, 1]
[2535807, 25594165, 13000000, 2, 1, 1]
[2535807, 25505475, 13000000, 2, 1, 1]
[2535807, 25431676, 13000000, 2, 1, 1]
[2535807, 25279233, 13000000, 2, 1, 1]
[2535807, 24952089, 13000000, 2, 1, 1]
[2535807, 24163841, 13000000, 2, 1, 1]
[2535807, 21918740, 13000000, 2, 1, 1]
[2535807, 16875359, 13000000, 2, 1, 1]
[2535807, 8754168, 13000000, 2, 1, 1]
[2535807, 25682380, 13000000, 2, 1, 1]
[2535807, 45582380, 13000000, 2, 1, 1]
[2535807, 19900000, 13000000, 2, 1, 1]
[2535813, 81159365, 35000000, 1, 3, 1]
[2535813, 80434035, 35000000, 1, 3, 1]
[2535813, 78959237, 35000000, 1, 3, 1]
[2535813, 75792625, 35000000, 1, 3, 1]
[2535813, 70004505, 35000000, 1, 3, 1]
[2535813, 61738420, 35000000, 1, 3, 1]
[2535813, 46770173, 35000000, 1, 3, 1]
[2535813, 24105943, 35000000, 1, 3, 1]
[2535813, 81159365, 35000000, 1, 3, 1]
[2535813, 157927340, 35000000, 1, 3, 1]
[2535813, 76767975, 35000000, 1, 3, 1]
[2535849, 16248701, 20000000, 1, 1, 1]
[2535849, 16162920, 20000000, 1, 1, 1]
[2535849, 16020312, 20000000, 1, 1, 1]
[2535849, 15792712, 20000000, 1, 1, 1]
[2535849, 15311855, 20000000, 1, 1, 1]
[2535849, 14786089, 20000000, 1, 1, 1]
[2535849, 13925237, 20000000, 1, 1, 1]
[2535849, 13125984, 20000000, 1, 1, 1]
[2535849, 12126282, 20000000, 1, 1, 1]
[2535849, 10934562, 20000000, 1, 1, 1]
[2535849, 9124030, 20000000, 1, 1, 1]
[2535849, 4771830, 20000000, 1, 1, 1]
[2535849, 3308691, 20000000, 1, 1, 1]
[2535849, 2906214, 20000000, 1, 1, 1]
[2535849, 2388710, 20000000, 1, 1, 1]
[2535849, 1598378, 20000000, 1, 1, 1]
[2535849, 274454, 20000000, 1, 1, 1]
[2535860, 138447667, 42000000, 1, 3, 1]
[2535860, 138264315, 42000000, 1, 3, 1]
[2535860, 137982550, 42000000, 1, 3, 1]
[2535860, 137634849, 42000000, 1, 3, 1]
[2535860, 137181723, 42000000, 1, 3, 1]
[2535860, 136611763, 42000000, 1, 3, 1]
[2535860, 135700233, 42000000, 1, 3, 1]
[2535860, 135117543, 42000000, 1, 3, 1]
[2535860, 134015783, 42000000, 1, 3, 1]
[2535860, 131937572, 42000000, 1, 3, 1]
[2535860, 127217167, 42000000, 1, 3, 1]
[2535860, 120323681, 42000000, 1, 3, 1]
[2535860, 109413763, 42000000, 1, 3, 1]
[2535860, 70222515, 42000000, 1, 3, 1]
[2535860, 36302612, 42000000, 1, 3, 1]
[2535860, 201585328, 42000000, 1, 3, 1]
[2535984, 188441614, 50000000, 1, 3, 1]
[2535984, 185654000, 50000000, 1, 3, 1]
[2535984, 180512464, 50000000, 1, 3, 1]
[2535984, 171762697, 50000000, 1, 3, 1]
[2535984, 158854000, 50000000, 1, 3, 1]
[2535984, 140279267, 50000000, 1, 3, 1]
[2535984, 109911125, 50000000, 1, 3, 1]
[2535984, 57071445, 50000000, 1, 3, 1]
[2535984, 191719337, 50000000, 1, 3, 1]
[2535984, 331333876, 50000000, 1, 3, 1]
[2535984, 139614539, 50000000, 1, 3, 1]
[2536622, 13060843, 15000000, 1, 1, 1]
[2536622, 13005625, 15000000, 1, 1, 1]
[2536622, 12935501, 15000000, 1, 1, 1]
[2536622, 12895158, 15000000, 1, 1, 1]
[2536622, 12837540, 15000000, 1, 1, 1]
[2536622, 12750480, 15000000, 1, 1, 1]
[2536622, 12627944, 15000000, 1, 1, 1]
[2536622, 12455669, 15000000, 1, 1, 1]
[2536622, 12032773, 15000000, 1, 1, 1]
[2536622, 11249496, 15000000, 1, 1, 1]
[2536622, 9586594, 15000000, 1, 1, 1]
[2536622, 7584011, 15000000, 1, 1, 1]
[2536622, 3546790, 15000000, 1, 1, 1]
[2536622, 624933, 15000000, 1, 1, 1]
[2536622, 357208, 15000000, 1, 1, 1]
[2536622, 130833, 15000000, 1, 1, 1]
[2536622, 113509, 15000000, 1, 1, 1]
[2536622, 104589, 15000000, 1, 1, 1]
